"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"457","3","GO Process","","skeletal system development","0.0407","SOX9|EP300|FGF2","16949","367|1264|621","0.0125","","GO.0001501","0.1593011409847983","0"
"867","4","GO Process","","regulation of cellular component biogenesis","0.041","SOX9|APOE|EP300|PMAIP1","16949","367|543|1264|171","0.0127","","GO.0044087","0.15893572054319588","0"
"159","2","GO Process","","regulation of intrinsic apoptotic signaling pathway","0.0411","PMAIP1|AKT1","16949","171|650","0.0127","","GO.2001242","0.15881450767002828","0"
"159","2","GO Process","","regulation of cell size","0.0411","APOE|AKT1","16949","543|650","0.0127","","GO.0008361","0.15881450767002828","0"
"162","2","GO Process","","cellular response to metal ion","0.0419","ATF4|AKT1","16949","731|650","0.0132","","GO.0071248","0.1578552903056303","0"
"162","2","GO Process","","positive regulation of angiogenesis","0.0419","FGF2|PGF","16949","621|946","0.0132","","GO.0045766","0.1578552903056303","0"
"164","2","GO Process","","protein localization to nucleus","0.0426","SOX9|AKT1","16949","367|650","0.0135","","GO.0034504","0.15703088086986522","0"
"166","2","GO Process","","bone development","0.0434","SOX9|EP300","16949","367|1264","0.0138","","GO.0060348","0.15610512654168493","0"
"890","4","GO Process","","embryo development","0.0435","SOX9|EP300|FGF2|AKT1","16949","367|1264|621|650","0.0139","","GO.0009790","0.15599060897714634","0"
"892","4","GO Process","","positive regulation of transport","0.0438","APOE|PMAIP1|ATF4|AKT1","16949","543|171|731|650","0.014","","GO.0051050","0.1556486292129274","0"
"167","2","GO Process","","cellular lipid catabolic process","0.0438","APOE|SESN2","16949","543|342","0.014","","GO.0044242","0.1556486292129274","0"
"168","2","GO Process","","innate immune response-activating signal transduction","0.0441","EP300|MAPKAPK3","16949","1264|128","0.0141","","GO.0002758","0.1553089837997599","0"
"169","2","GO Process","","regulation of reactive oxygen species metabolic process","0.0446","FOXO1|AKT1","16949","1426|650","0.0143","","GO.2000377","0.15474800987793352","0"
"169","2","GO Process","","regulation of JNK cascade","0.0446","ERN1|AKT1","16949","1085|650","0.0143","","GO.0046328","0.15474800987793352","0"
"115","2","Reactome Pathways","","Transcriptional regulation by RUNX2","0.0469","SOX9|AKT1","16949","367|650","0.0069","","HSA-8878166","0.15224599478855388","0"
"121","2","GO Function","","RNA polymerase II transcription factor binding","0.0472","EP300|ATF4","16949","1264|731","0.0076","","GO.0001085","0.15192872786990144","0"
"118","2","Reactome Pathways","","Estrogen-dependent gene expression","0.0483","EP300|PRMT1","16949","1264|225","0.0072","","HSA-9018519","0.15078242281144635","0"
"498","3","GO Process","","positive regulation of cellular component biogenesis","0.0484","SOX9|APOE|PMAIP1","16949","367|543|171","0.0157","","GO.0044089","0.15067951096539495","0"
"180","2","GO Process","","female pregnancy","0.0492","PGF|AKT1","16949","946|650","0.0161","","GO.0007565","0.1498637900765211","0"
